"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"SessionHUD","","","HUDText","Damp","PSG_10004879","","","","","","","Humide","Umido","Feucht","Húmeda","Úmida","Vochtig","Nyirkos","Wilgotno","Влажная"
"SessionHUD","","","HUDText","Wet","PSG_10004880","","","","","","","Mouillé","Bagnato","Nass","Mojada","Molhada","Nat","Vizes","Mokro","Мокрая"
"SessionHUD","","","HUDText","Soaked","PSG_10004881","","","","","","","Trempé","Fradicio","Tropfnass","Inundada","Alagada","Drijfnat","Átázott","Zalany","Залитая"
"SessionHUD","","","HUDText","Track Grip","PSG_10000397","","","","","","","Adhérence de la piste","Aderenza circuito","Bodenhaftung","Adherencia de la pista","Aderência da pista","Grip banden","Pályatapadás","Przyczepność na torze","Резина на трассе"
"SessionHUD","","","HUDText","None","PSG_10004882","","","","","","","Nulle","Molto bassa","Sehr gering","Muy baja","Muito baixa","Zeer laag","Semmi","B. niska","Нет"
"SessionHUD","","","HUDText","Low","PSG_10004883","","","","","","","Faible","Bassa","Gering","Baja","Baixa","Laag","Kevés","Niska","Низкий"
"SessionHUD","","","HUDText","Medium","PSG_10004884","","","","","","","Moyenne","Media","Mittel","Media","Média","Gem.","Közepes","Średnia","Средний"
"SessionHUD","","","HUDText","High","PSG_10004885","","","","","","","Élevée","Alta","Hoch","Alta","Alta","Hoog","Magas","Wysoka","Высокий"
"SessionHUD","","","HUDText","Green Flag","PSG_10000398","","","","","","","Drapeau vert","Bandiera verde","Grüne Flagge","Bandera verde","Bandeira verde","Groene vlag","Zöld zászló","Zielona flaga","Зеленый флаг"
"SessionHUD","","","HUDText","Yellow Flag","PSG_10000399","","","","","","","Drapeau jaune","Bandiera gialla","Gelbe Flagge","Bandera amarilla","Bandeira amarela","Gele vlag","Sárga zászló","Żółta flaga","Желтый флаг"
"SessionHUD","","","HUDText","Blue Flag","PSG_10000400","","","","","","","Drapeau bleu","Bandiera blu","Blaue Flagge","Bandera azul","Bandeira azul","Blauwe vlag","Kék zászló","Niebieska flaga","Синий флаг"
"SessionHUD","","","HUDText","Red Flag","PSG_10000401","","","","","","","Drapeau rouge","Bandiera rossa","Rote Flagge","Bandera roja","Bandeira vermelha","Rode vlag","Piros zászló","Czerwona flaga","Красный флаг"
"SessionHUD","","","HUDText","Chequered Flag","PSG_10000402","","","","","","","Drapeau à damier","Bandiera a scacchi","Zielflagge","Bandera a cuadros","Bandeira quadriculada","Geruite vlag","Kockás zászló","Flaga w szachownicę","Клетчатый флаг"
"SessionHUD","","","HUDText","Tyres","PSG_10000403","","","","","","","Pneus","Gomme","Reifen","Neumáticos","Pneus","Banden","Gumik","Opony","Покр."
"TimingsBoard","","","HUDText","Timings","PSG_10000413","","","","","","","Temps","Tempi","Zeiten","Tiempos","Tempos","Timing","Ütemezés","Czasy","Время"
"TimingsBoard","","","HUDText","Interval","PSG_10000414","","","","","","","Intervalle","Intervallo","Intervall","Intervalo","Intervalo","Interval","Különbség","Odstęp","Интервал"
"TimingsBoard","","","HUDText","Int","PSG_10000415","","","","","","","Int","Int.","Int.","Int","Int","Int","Kül.","Odst.","Инт."
"TimingsBoard","","","HUDText","Delta","PSG_10000416","","","","","","","Delta","Delta","Delta","Delta","Delta","Delta","Delta idő","Delta","Дельта"
"TimingsBoard","","","HUDText","Gap","PSG_10000422","","","","","","","Écart","Divario","Abstand","Dif.","Dif.","Afstand","Hátrány","Różnica","Отрыв"
"TimingsBoard","","","HUDText","Lap","PSG_10000434","","","","","","","Tour","Giro","Runde","Vuelta","Volta","Ronde","Kör","Okr.","Круг"
"TimingsBoard","","","HUDText","Laps","PSG_10000435","","","","","","","Tours","Giri","Runden","Vueltas","Voltas","Rondes","Kör","Okr.","Круги"
"TimingsBoard","","","HUDText","Lap {SimulationLaps}","PSG_10009405","","","","","","","Tour {SimulationLaps}","Giro {SimulationLaps}","Runde {SimulationLaps}","Vuelta {SimulationLaps}","Volta {SimulationLaps}","Ronde {SimulationLaps}","{SimulationLaps}. kör","Okrążenie {SimulationLaps}","Круг {SimulationLaps}"
"TimingsBoard","","","HUDText","{SimulationMins} Mins","PSG_10009406","","","","","","","{SimulationMins} min","{SimulationMins} min.","{SimulationMins} Min.","{SimulationMins} mins.","{SimulationMins} minutos","{SimulationMins} min","{SimulationMins} perc","{SimulationMins} min.","{SimulationMins} мин."
"TimingsBoard","","","HUDText","In Garage","PSG_10000417","","","","","","","Au garage","Nel garage","In Garage","En el garaje","Na garagem","In garage","Garázsban","W garażu","В гараже"
"TimingsBoard","","","HUDText","In Pitlane","PSG_10000418","","","","","","","Dans l'allée des stands","Nella corsia box","In Boxengasse","En el pitlane","No pit lane","In pitstraat","Bokszutcában","W alei serwisowej","На пит-лейне"
"TimingsBoard","","","HUDText","In Pits","PSG_10000427","","","","","","","Au stand","Ai box","In Boxen","En boxes","Nos pits","In pit","Bokszban","W pit stopie","В боксах"
"TimingsBoard","","","HUDText","On Track","PSG_10000419","","","","","","","Sur la piste","In pista","Auf Strecke","En la pista","Na pista","Op baan","Pályán","Na torze","На трассе"
"TimingsBoard","","","HUDText","On Grid","PSG_10000459","","","","","","","Sur la grille","Sulla griglia","Startaufstellung","En la parrilla","No grid de largada","Op grid","Rajtrácson","Na polu startowym","На стартовой решетке"
"TimingsBoard","","","HUDText","Pit","PSG_10000420","","","","","","","Stand","Pit stop","Box","Boxes","Pit Stop","Pit","Boksz","Pit stop","Пит-стоп"
"TimingsBoard","","","HUDText","Positions","PSG_10000436","","","","","","","Positions","Posizioni","Positionen","Posiciones","Posições","Plaatsen","Pozíció","Pozycje","Позиции"
"TimingsBoard","","","HUDText","Pitstops","PSG_10000423","","","","","","","Arrêts au stand","Soste ai box","Boxenstopps","Paradas","Pit stops","Pitstops","Bokszkiállás","Postoje","Пит-стопы"
"TimingsBoard","","","HUDText","History","PSG_10000424","","","","","","","Historique","Cronologia","Verlauf","Historial","Histórico","Geschiedenis","Történet","Historia","История"
"TimingsBoard","","","HUDText","{AmountOfPitstops} stop","PSG_10000425","","","","","","","{AmountOfPitstops} arrêt","{AmountOfPitstops} sosta","{AmountOfPitstops} Stopp","{AmountOfPitstops} parada","{AmountOfPitstops} parada","{AmountOfPitstops} stop","{AmountOfPitstops} kiállás","{AmountOfPitstops} zjazd","Остановок: {AmountOfPitstops}"
"TimingsBoard","","","HUDText","{AmountOfPitstops} stops","PSG_10000426","","","","","","","{AmountOfPitstops} arrêts","{AmountOfPitstops} soste","{AmountOfPitstops} Stopps","{AmountOfPitstops} paradas","{AmountOfPitstops} paradas","{AmountOfPitstops} stops","{AmountOfPitstops} kiállás","Zjazdy: {AmountOfPitstops}","Остановок: {AmountOfPitstops}"
"TimingsBoard","","","HUDText","Drivers","PSG_10000429","","","","","","","Pilotes","Piloti","Fahrer","Pilotos","Pilotos","Coureurs","Versenyzők","Kierowcy","Пилоты"
"TimingsBoard","","","HUDText","Teams","PSG_10000430","","","","","","","Écuries","Scuderie","Teams","Equipos","Equipes","Teams","Csapatok","Zespoły","Команды"
"TimingsBoard","","","HUDText","Live Drivers' Points","PSG_10000431","","","","","","","Points des pilotes actuels","Punti piloti in tempo reale","Live-Punkte Fahrer","Puntos de pilotos en directo","Pontos ao vivo dos pilotos","Live-coureurpunten","Versenyzők élőpontszáma","Punktacja kierowców na żywo","Очки пилотов"
"TimingsBoard","","","HUDText","Live Teams' Points","PSG_10000432","","","","","","","Points des écuries actuels","Punti squadre in tempo reale","Live-Punkte Teams","Puntos de equipos en directo","Pontos ao vivo das equipes","Live-teampunten","Csapatok élőpontszáma","Punktacja zespołów na żywo","Очки команд"
"TimingsBoard","","","HUDText","Total","PSG_10000433","","","","","","","Total","Totale","Gesamt","Total","Total","Totaal","Összesen","Suma","Всего"
"TimingsBoard","","","HUDText","Sector","PSG_10000421","","","","","","","Secteur","Settore","Sektor","Sector","Setor","Sector","Szektor","Sektor","Сектор"
"TimingsBoard","","","HUDText","Sectors","PSG_10000405","","","","","","","Secteurs","Settori","Sektoren","Sectores","Setores","Sectors","Szektorok","Sektory","Секторы"
"TimingsBoard","","","HUDText","Sector 1","PSG_10000406","","","","","","","Secteur 1","Settore 1","Sektor 1","Sector 1","Setor 1","Sector 1","1. szektor","Sektor 1","Сектор 1"
"TimingsBoard","","","HUDText","Sector 2","PSG_10000409","","","","","","","Secteur 2","Settore 2","Sektor 2","Sector 2","Setor 2","Sector 2","2. szektor","Sektor 2","Сектор 2"
"TimingsBoard","","","HUDText","Sector 3","PSG_10000407","","","","","","","Secteur 3","Settore 3","Sektor 3","Sector 3","Setor 3","Sector 3","3. szektor","Sektor 3","Сектор 3"
"TimingsBoard","","","HUDText","Sec","PSG_10000408","","","","","","","Sec","Set.","Sek.","Sec","S","Sec","Szekt.","Sek.","Сек."
"TimingsBoard","","","HUDText","Sec 1","PSG_10000410","","","","","","","Sec 1","Set. 1","Sek. 1","Sec 1","S 1","Sec 1","1. szekt.","Sek. 1","Сек. 1"
"TimingsBoard","","","HUDText","Sec 2","PSG_10000411","","","","","","","Sec 2","Set. 2","Sek. 2","Sec 2","S 2","Sec 2","2. szekt.","Sek. 2","Сек. 2"
"TimingsBoard","","","HUDText","Sec 3","PSG_10000412","","","","","","","Sec 3","Set. 3","Sek. 3","Sec 3","S 3","Sec 3","3. szekt.","Sek. 3","Сек. 3"
"TimingsBoard","","","HUDText","Objectives","PSG_10000437","","","","","","","Objectifs","Obiettivi","Ziele","Objetivos","Objetivos","Doelen","Célok","Zadania","Задачи"
"TimingsBoard","","","HUDText","Sponsor Objectives","PSG_10000438","","","","","","","Objectifs des sponsors","Obiettivi sponsor","Sponsorenziele","Objetivos del patrocinador","Objetivos do patrocinador","Sponsordoelen","Szponzorcélok","Zadania od sponsora","Спонсорские задачи"
"TimingsBoard","","","HUDText","Info","PSG_10000439","","","","","","","Infos","Informazioni","Info","Información","Informações","Info","Infó","Informacje","Информация"
"SponsorRoundup","","","HUDText","Primary Objective","PSG_10000454","","","","","","","Objectif principal","Obiettivo principale","Hauptziel","Objetivo principal","Objetivo primário","Primair doel","Elsődleges cél","Główne zadanie","Главная задача"
"SponsorRoundup","","","HUDText","Get a car in {SponsorTargetPosition} or better","PSG_10000440","","","","","","","Atteindre au moins la {SponsorTargetPosition} place avec une voiture","Fai arrivare un'auto almeno in {SponsorTargetPosition} posizione","Ein Wagen muss mindestens {SponsorTargetPosition} werden.","Meter un coche {SponsorTargetPosition} o mejor","Coloque um carro em {SponsorTargetPosition} ou melhor","Word {SponsorTargetPosition} of beter","Egy autót behozni {SponsorTargetPosition} vagy jobb helyre","Spraw, by jeden z twoich bolidów zajął przynajmniej {SponsorTargetPosition} miejsce.","Занять позицию не ниже {SponsorTargetPosition}"
"SponsorRoundup","","","HUDText","Bonus","PSG_10000455","","","","","","","Prime","Bonus","Bonus","Bonificación","Bônus","Bonus","Bónusz","Premia","Бонус"
"SponsorRoundup","","","HUDText","Status","PSG_10000456","","","","","","","Statut","Stato","Status","Estatus","Status","Status","Státusz","Status","Статус"
"SponsorRoundup","","","HUDText","Success","PSG_10000457","","","","","","","Succès","Riuscito","Erfolg","Éxito","Sucesso","Gelukt","Siker","Sukces","Выполнено"
"SponsorRoundup","","","HUDText","Failed","PSG_10000458","","","","","","","Échec","Non riuscito","Fehlschlag","Fracaso","Falhou","Mislukt","Kudarc","Porażka","Не выполнено"
"Timings","","","HUDText","Timed Practice Results Confirmation","PSG_10000444","","","","","","","Confirmation des résultats des essais libres chronométrés","Conferma risultati prove libere a tempo","Bestätigung gemessener Trainingsergebnisse","Confirmación de resultados de entrenamiento cronometrado","Confirmação dos resultados cronometrados do treino","Bevestiging geklokte oefenresultaten","Időmérős szabadedzés eredményeinek megerősítése","Potwierdzenie wyników treningu czasowego","Подтверждение результатов тренировки"
"Timings","","","HUDText","Timed Qualifying Results Confirmation","PSG_10000443","","","","","","","Confirmation des résultats des qualifications chronométrées","Conferma risultati qualifiche a tempo","Bestätigung gemessener Qualifyingergebnisse","Confirmación de resultados de clasificación cronometrada","Confirmação dos resultados cronometrados das classificatórias","Bevestiging geklokte kwalificatieresultaten","Időmérős kvalifikáció eredményeinek megerősítése","Potwierdzenie wyników kwalifikacji czasowych","Подтверждение результатов квалификации"
"Timings","","","HUDText","Timed Race Results Confirmation","PSG_10000445","","","","","","","Confirmation des résultats de la course chronométrée","Conferma risultati gara a tempo","Bestätigung gemessener Rennergebnisse","Confirmación de resultados de carrera cronometrada","Confirmação dos resultados cronometrados da corrida","Bevestiging geklokte race-resultaten","Időmérős verseny eredményeinek megerősítése","Potwierdzenie wyników wyścigu na czas","Подтверждение результатов гонки"
"Timings","","","HUDText","Fastest Lap","PSG_10000441","","","","","","","Meilleur tour","Giro più veloce","Schnellste Rd.","Vuelta rápida","Melhor volta","Snelste ronde","Leggyorsabb kör","Najsz. okr.","Быстрый круг"
"Timings","","","HUDText","Pole Position","PSG_10000442","","","","","","","Pole position","Pole Position","Poleposition","Pole","Pole position","Pole position","Első rajtkocka","Pole position","Поул-позиция"
"Timings","","","HUDText","Pos","PSG_10000446","","","","","","","Pos","Pos.","Pos.","Pos.","Posição","Pos","Poz.","Poz.","Поз."
"Timings","","","HUDText","Driver","PSG_10000447","","","","","","","Pilote","Pilota","Fahrer","Piloto","Piloto","Coureur","Versenyző","Kierowca","Пилот"
"Timings","","","HUDText","Team","PSG_10000448","","","","","","","Écurie","Squadra","Team","Equipo","Equipe","Team","Csapat","Zespół","Команда"
"Timings","","","HUDText","Tyre","PSG_10000449","","","","","","","Pneu","Gomma","Reifen","Neumáticos","Pneu","Band","Gumi","Opony","Покр."
"Timings","","","HUDText","Best","PSG_10000451","","","","","","","Meilleur","Migliore","Beste","Mejor tiempo","Melhor","Record","Legjobb","Najlepszy","Лучш."
"Timings","","","HUDText","Gap","PSG_10000452","","","","","","","Écart","Divario","Abstand","Dif.","Dif.","Afstand","Különbség","Różnica","Разрыв"
"Timings","","","HUDText","Lap Record","PSG_10000453","","","","","","","Record du tour","Record sul giro","Rundenrekord","Vuelta rápida","Recorde de volta","Ronderecord","Körrekord","Rekord okrążenia","Рекорд круга"
"Setup","","","HUDText","Setup Options:","PSG_10000460","","","","","","","Réglages :","Opzioni setup:","Konfigurationsoptionen:","Opciones de ajustes:","Opções de configuração:","Configuratieopties:","Beállítások","Opcje ustawień:","Настройки:"
"Setup","","","HUDText","Practice","PSG_10000461","","","","","","","Essais libres","Prove libere","Training","Entrenamiento","Treino","Oefening","Szabadedzés","Trening","Тренировка"
"Setup","","","HUDText","Qualifying","PSG_10000462","","","","","","","Qualifications","Qualifiche","Qualifying","Clasificación","Classificatória","Kwalificatie","Kvalifikáció","Kwalifikacje","Квалификация"
"Setup","","","HUDText","Race","PSG_10000463","","","","","","","Course","Gara","Rennen","Carrera","Corrida","Race","Verseny","Wyścig","Гонка"
"Setup","","","HUDText","Tyre Choice","PSG_10000464","","","","","","","Choix des pneus","Scelta delle gomme","Reifenwahl","Neumáticos","Escolha de pneu","Bandenkeuze","Gumiválasztás","Wybór opon","Выбор покрышек"
"Setup","","","HUDText","Ultra Soft","PSG_10007137","","","","","","","Ultra-tendre","Ultra morbide","Ultraweich","Ultrablandos","Ultramacios","Ultrazacht","Ultralágy","Ultramiękkie","Ультрамягкие"
"Setup","","","HUDText","Ultra Soft Tyres","PSG_10007138","","","","","","","Pneus ultra-tendres","Gomme ultra morbide","Ultraweiche Reifen","Neumáticos ultrablandos","Pneus ultramacios","Ultrazachte banden","Ultralágy gumik","Ultramiękkie opony","Ультрамягкие покрышки"
"Setup","","","HUDText","Super Soft","PSG_10000472","","","","","","","Extra-tendre","Super morbide","Sehr weich","Superblandos","Supermacios","Superzacht","Szuperlágy","Supermiękkie","Супермягкие"
"Setup","","","HUDText","Super Soft Tyres","PSG_10007139","","","","","","","Pneus extra-tendres","Gomme super morbide","Sehr weiche Reifen","Neumáticos superblandos","Pneus supermacios","Superzachte banden","Szuperlágy gumik","Supermiękkie opony","Супермягкие покрышки"
"Setup","","","HUDText","Super soft tyres wear very quickly, but they warm up rapidly, making them ideal for short stints at top speed - as well as in low temperatures.","PSG_10003471","","","","","","","Les pneus extra-tendres s'usent très vite mais chauffent rapidement, ce qui en fait des pneus de choix pour profiter de courtes séries de tours à vitesse de pointe, ou pour rouler dans les climats froids.","Le gomme super morbide si consumano in fretta ma si scaldano velocemente, quindi sono ideali per scatti brevi a tutta velocità o a basse temperature.","Sehr weiche Reifen nutzen sich sehr schnell ab, werden aber auch schnell warm, weswegen sie sich nicht nur für niedrige Außentemperaturen, sondern auch für kurze Sprints bei Höchstgeschwindigkeit eignen.","Los neumáticos superblandos se desgastan muy rápido, pero también se calientan deprisa, lo que los hace ideales para periodos cortos con mucha velocidad o temperaturas bajas.","Pneus supermacios desgastam muito rápido, mas também esquentam rápido, tornando-os ideais para corridas rápidas em alta velocidade, bem como em baixas temperaturas.","Superzachte banden slijten bijzonder snel, maar ze warmen ook snel op. Dit maakt ze ideaal voor korte stints op topsnelheid, ook bij lage temperaturen.","A szuperlágy gumik nagyon gyorsan kopnak, viszont gyorsan bemelegszenek, így ideálisak rövid távra nagy sebességhez – valamint alacsony hőmérséklet mellett. ","Bardzo miękkie opony szybko się zużywają, lecz rozgrzewają się natychmiast, dzięki czemu są idealne do krótkich przejazdów z maksymalną prędkością. Nadają się także na niższe temperatury.","Супермягкие покрышки изнашиваются очень быстро, но при этом быстро разогреваются. Они идеально подходят для коротких отработок на максимальной скорости, а также при низких температурах."
"Setup","","","HUDText","Soft","PSG_10000473","","","","","","","Tendre","Morbide","Weich","Blandos","Macios","Zacht","Lágy","Miękkie","Мягкие"
"Setup","","","HUDText","Soft Tyres","PSG_10007140","","","","","","","Pneus tendres","Gomme morbide","Weiche Reifen","Neumáticos blandos","Pneus macios","Zachte banden","Lágy gumik","Miękkie opony","Мягкие покрышки"
"Setup","","","HUDText","Soft tyres are focused on performance. They wear fairly quickly, but can put in some great laps under average weather conditions.","PSG_10003472","","","","","","","Les pneus tendres favorisent la performance. Ils s'usent assez rapidement mais permettent de faire d'excellents temps au tour tant que la météo se montre clémente.","Le gomme morbide sono pensate per le prestazioni. Si consumano piuttosto in fretta, ma permettono di registrare ottimi tempi in condizioni atmosferiche normali.","Bei weichen Reifen dreht sich alles um die Leistung. Sie nutzen sich relativ schnell ab, sorgen aber unter durchschnittlichen Wetterbedingungen grundsätzlich für großartige Rundenzeiten.","Los neumáticos blandos están pensados para el rendimiento. Se desgastan con bastante rapidez, pero te permiten dar vueltas muy buenas en condiciones climáticas normales.","Pneus macios são voltados para desempenho. Eles se desgastam um tanto rápido, mas podem ajudar a realizar ótimas voltas em condições climáticas regulares.","Zachte banden zijn gericht op prestaties. Ze slijten redelijk snel, maar je kunt er geweldige rondes mee rijden in gemiddelde weersomstandigheden.","A lágy gumik a teljesítményre összpontosítanak. Viszonylag gyorsan kopnak, de átlagos időjárási körülmények között nagyszerű köröket lehet velük futni. ","Miękkie opony dają najlepsze osiągi. Zużywają się dość szybko, ale pozwalają na błyskawiczne okrążenia przy przeciętnych warunkach pogodowych.","Мягкие покрышки предназначены для скорости. Они быстро изнашиваются, но могут показать отличные результаты при средних погодных условиях."
"Setup","","","HUDText","Medium","PSG_10000467","","","","","","","Medium","Medie","Mittel","Medios","Médios","Middelhard","Közepes","Pośrednie","Средние"
"Setup","","","HUDText","Medium Tyres","PSG_10007141","","","","","","","Pneus mediums","Gomme medie","Mittlere Reifen","Neumáticos medios","Pneus médios","Middelharde banden","Közepes gumik","Pośrednie opony","Средние покрышки"
"Setup","","","HUDText","Medium tyres are a good mix of all characteristics, working well in warm conditions and on tracks which put fairly high strain on the tyres.","PSG_10003473","","","","","","","Les pneus medium sont assez équilibrés et fonctionnent très bien dans les climats chauds ainsi que sur les pistes qui usent rapidement les pneus.","Le gomme medie sono una buona combinazione di tutte le caratteristiche, e si comportano bene al caldo e su tracciati che tendono a stressare molto gli pneumatici.","Mittlere Reifen weisen eine gute Mischung aller wichtigen Eigenschaften auf: Sie funktionieren gut in warmem Wetter und auf Strecken, die Reifen relativ viel abverlangen.","Los neumáticos normales son una buena combinación de todas las características y funcionan bien en condiciones templadas y en circuitos que someten los neumáticos a bastante esfuerzo.","Pneus médios possuem uma boa mistura de todas as características, funcionando bem em climas quentes e em pistas que colocam tensão alta nos pneus.","Middelharde banden hebben een goede mix van alle kenmerken. Ze werken goed in warme omstandigheden en op banen die de banden redelijk zwaar belasten.","A közepes gumik minden jellemző jó keverékét jelentik, remekül működnek meleg időjárásban, és olyan pályákon, amelyek viszonylag erősen koptatják a gumikat. ","Opony pośrednie to niezła mieszanka wszelkich pożądanych właściwości. Dobrze spisują się w ciepłe dni i na torach, które opon nie oszczędzają.","Средние покрышки удачно сочетают разные характеристики, неплохо работают в теплую погоду и на трассах, заметно стирающих резину."
"Setup","","","HUDText","Hard","PSG_10000468","","","","","","","Dur","Dure","Hart","Duros","Duros","Hard","Kemény","Twarde","Жесткие"
"Setup","","","HUDText","Hard Tyres","PSG_10007142","","","","","","","Pneus durs","Gomme dure","Harte Reifen","Neumáticos duros","Pneus duros","Harde banden","Kemény gumik","Twarde opony","Жесткие покрышки"
"Setup","","","HUDText","Hard tyres are the toughest and longest-lasting tyres, and perform well on tracks with abrasive tarmac. Taking a while to heat up, they are also a good choice in high temperature locations.","PSG_10003474","","","","","","","Les pneus durs sont les pneus les plus résistants et sont d'une grande utilité sur les pistes au bitume abrasif. Ils mettent du temps à chauffer et sont donc également utiles dans les climats très chauds.","Le gomme dure sono quelle più resistenti e durature e sono perfette per le piste con un asfalto abrasivo. Ci mettono un po' per scaldarsi, quindi sono un'ottima scelta per i tracciati con alte temperature.","Harte Reifen sind am robustesten und langlebigsten und eignen sich besonders für Strecken mit schroffem Belag. Es dauert etwas, bis sie warm werden, und man kann sie bestens in hohen Umgebungstemperaturen einsetzen.","Los neumáticos duros son los más resistentes y los que más duran, y rinden bien en pistas con pavimento abrasivo. Tardan un poco en calentarse, lo que los convierte en una buena opción en lugares cálidos.","Pneus duros são os mais resistentes e duráveis, com um bom desempenho em asfalto quente. Por demorarem para esquentar, também são uma boa escolha em locais com temperatura alta.","Harde banden zijn de sterkste en duurzaamste banden. Ze presteren goed op banen met schurend asfalt. Het duurt even voordat ze warm zijn, maar deze banden zijn ook een goede keuze voor locaties met een hoge temperatuur.","A kemény gumik a legszívósabb és legtovább tartó gumik, és jól teljesítenek durva aszfaltú pályákon. Beletelik egy időbe, mire bemelegszenek, így jó választás magas hőmérséklet mellett","Opony twarde to najtrwalsze opony, które świetnie spisują się na torach z agresywnym asfaltem. Rozgrzanie ich zajmuje chwilę, lecz są dobrym wyborem w przypadku wyższych temperatur.","Жесткие покрышки - самые прочные, стираются дольше всех и хорошо проявляют себя на трассах с абразивным покрытием. Они нагреваются дольше других и хорошо подходят для жарких регионов."
"Setup","","","HUDText","Inters","PSG_10000469","","","","","","","Inter.","Inter.","Inters","Intermedios","Intermediários","Inters","Interm.","Przej.","Промеж."
"Setup","","","HUDText","Intermediate","PSG_10000471","","","","","","","Intermédiaire","Intermedie","Intermediate","Intermedios","Intermediários","Intermediate","Intermediate","Przejściowe","Промежуточные"
"Setup","","","HUDText","Intermediate Tyres","PSG_10007143","","","","","","","Pneus intermédiaires","Gomme intermedie","Intermediate-Reifen","Neumáticos intermedios","Pneus intermediários","Intermediate banden","Intermediate gumik","Przejściowe opony","Промежуточные покрышки"
