"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Media Interviews","TeamMoveInterview","","MediaPerson","So, you've moved to {Player:Team}! Interesting. Fancy talking to us about why you decided to leave {PlayerPreviousTeam}, and your plans for the new team?","PSG_10000633","","","True","","","","Vous avez donc intégré {Player:Team} ! Intéressant. Souhaiteriez-vous nous expliquer pourquoi vous avez quitté {PlayerPreviousTeam} et ce que vous avez prévu pour votre nouvelle écurie ?","Quindi sei passato alla {Player:Team}, interessante. Ti andrebbe di raccontarci perché hai deciso di lasciare la {PlayerPreviousTeam} e quali sono i piani con la nuova squadra?","Sie sind also zu {Player:Team} gewechselt! Interessant. Möchten Sie uns vielleicht erzählen, warum Sie {PlayerPreviousTeam} verlassen haben, und welche Pläne Sie für das neue Team haben?","¡Así que te has ido a {Player:Team}! Interesante. ¿Quieres hablarnos acerca del porqué de tu decisión de abandonar {PlayerPreviousTeam} y tus planes con el nuevo equipo?","Então, você mudou para {Player:Team}?! Interessante. Gostaria de falar para nós por que decidiu sair da {PlayerPreviousTeam} e quais são seus planos para a nova equipe?","Dus je bent verhuisd naar {Player:Team}! Interessant. Zou je ons willen vertellen waarom je {PlayerPreviousTeam} hebt verlaten, en kun je aangeven wat je plannen voor het nieuwe team zijn?","Szóval átmentél a(z) {Player:Team} csapathoz! Érdekes. Lenne kedved mesélni nekünk arról, hogy miért hagytad ott a(z) {PlayerPreviousTeam} csapatot, és mik a terveid az új teamnél?","A więc pracujesz teraz dla zespołu {Player:Team}? Ciekawe. Czy opowiesz nam, jakie były przyczyny twojej decyzji o zakończeniu współpracy z {PlayerPreviousTeam} i jakie masz plany związane z nowym zespołem?","Итак, вы перешли в команду {Player:Team}! Интересно. Не желаете обсудить с нами причины ухода из команды {PlayerPreviousTeam} и планы на новом месте?"
"Media Interviews","GameStartInterview","Type = Question1; ExpectedPlayerTeamPosition <= 3","MediaPerson","{Player:Team} are obviously one of the better teams in the championship, and expectations are sky-high. Do you think you're up to the task?","PSG_10000634","Type = Answer1a","","True","","","","{Player:Team} est clairement l'une des meilleures écuries du championnat, ce qui signifie qu'on attend d'excellents résultats de sa part. Pensez-vous être à la hauteur ?","La scuderia {Player:Team} è senza dubbio una delle squadre migliori del campionato, e le aspettative sono alle stelle. Ti reputi all'altezza?","{Player:Team} gehört natürlich zu den besseren Teams in der Meisterschaft und die Erwartungen sind wirklich sehr hoch. Glauben Sie, dass Sie der Aufgabe gewachsen sind?","Es evidente que {Player:Team} es uno de los mejores equipos del campeonato, y sus expectativas son inmejorables. ¿Crees que podrás estar a la altura?","{Player:Team} é obviamente uma das melhores equipes no campeonato e as expectativas são altas. Você acredita ser capaz de cuidar disso?","{Player:Team} is duidelijk een van de betere teams in het kampioenschap, en de verwachtingen zijn hooggespannen. Denk je dat je er klaar voor bent?","A(z) {Player:Team} egyértelműen a bajnokság jobb csapatai közé tartozik, és az elvárások orbitálisak. Mit gondolsz, készen állsz a feladatra?","{Player:Team} to jeden z lepszych startujących w mistrzostwach zespołów, dlatego też oczekiwania są wręcz niebotyczne. Czy sądzisz, że im podołasz?","Очевидно, что команда {Player:Team} - одна из лучших в чемпионате и ожидать от нее будут многого. Как думаете, по плечу ли вам такая работа?"
"Media Interviews","GameStartInterview","Type = Answer1a","Player","Of course! I'm here to win, and I expect to win, plain and simple. ","PSG_10000674","Type = Question2","PlayerDriver1:Morale = +5; PlayerDriver2:Morale = +5;","True","","","","Absolument ! Je suis là pour gagner et c'est exactement ce que je compte faire. ","Certo! Sono qui per vincere e mi aspetto di vincere. È semplice. ","Aber natürlich! Ich bin hier, um zu gewinnen, und das erwarte ich auch von mir. Punkt! ","¡Sin duda! He venido a ganar y espero ganar, así de simple. ","Mas é claro! Estou aqui para vencer e espero vencer, pura e simplesmente. ","Natuurlijk! Ik ben hier om te winnen, en ik ga ook winnen. Zo simpel is het. ","Hát persze! Azért jöttem, hogy győzzek, és én is azt várom magamtól, hogy győzzek. Ilyen egyszerű az egész.","Oczywiście! Zamierzam wygrać i tylko to się liczy. ","Конечно! От меня ждут победы - ее я и буду добиваться."
"Media Interviews","GameStartInterview","Type = Answer1a","Player","Look, some people out there might question my credentials, but they should judge me after we've had a few races.","PSG_10000675","Type = Question2","","True","","","","Je sais que certains trouvent mes qualifications insuffisantes, mais ils devraient attendre que nous ayons fait quelques courses avant de me juger.","So che c'è chi mette in dubbio le mie qualifiche, ma dovrebbero giudicarmi solo dopo qualche gara.","Also, es gibt da gewisse Leute, die meine Qualifikation anzweifeln, aber die sollten sich nach ein paar Rennen noch mal dazu äußern.","Sé que algunas personas pueden tener dudas por mi historial, pero deberían esperar algunas carreras para juzgarme.","Olha, algumas pessoas por aí podem pedir minhas credenciais, mas elas deviam me julgar depois de algumas corridas.","Luister, sommigen zetten misschien vraagtekens bij mijn referenties, maar ze moeten me pas beoordelen nadat we een paar races hebben gereden.","Nézd, lehet, hogy vannak, akik megkérdőjelezik a képességeimet, de nekik inkább pár verseny után kellene ítélkezniük. ","Choć niektórzy mogą kwestionować moje predyspozycje, radzę im, by wstrzymali się z osądem, póki nie odbędzie się parę pierwszych wyścigów.","Я понимаю, что есть те, кто во мне сомневается, но пусть они делают выводы тогда, когда пройдет несколько гонок."
"Media Interviews","GameStartInterview","Type = Answer1a","Player","This is a really big job for me, and I'll be treating it very seriously.","PSG_10000676","Type = Question2","PlayerDriver1:Morale = -3;","True","","","","C'est un travail très important pour moi et je compte bien l'aborder le plus sérieusement du monde.","È un'occasione davvero importante per me, lavorerò con la massima serietà.","Das hier ist wirklich eine wichtige Aufgabe für mich, und ich nehme sie sehr ernst.","Será un gran desafío para mí, y me lo voy a tomar muy en serio.","Isso é um grande trabalho para mim, e estou levando ele bem a sério.","Dit is echt een grote klus voor me, en die neem ik zeer serieus.","Ez igazán komoly feladat a számomra, és én nagyon komolyan is fogom venni.","To dla mnie niesamowita okazja i zamierzam potraktować moją pracę jak najbardziej serio.","Эта работа для меня очень важна и я подойду к ней со всей серьезностью."
"Media Interviews","GameStartInterview","Type = Question1; ExpectedPlayerTeamPosition <= 3; LegendaryTeam = True","MediaPerson","There can be few more legendary teams in all of motorsport than {Player:Team}. Will you be able to escape the past and deliver some results?","PSG_10000671","Type = Answer1b","","True","","","","Il n'y a guère d'écurie plus légendaire que {Player:Team} dans le sport automobile. Vous sentez-vous capable d'échapper au passé et de fournir des résultats ?","Ci sono poche squadre leggendarie come la {Player:Team} in tutta la storia dell'automobilismo: sarai in grado di sfuggire al passato e ottenere risultati?","Es gibt nur wenige legendäre Teams im Motorsport und {Player:Team} gehört dazu. Werden Sie sich aus der Umklammerung der Vergangenheit befreien und Leistung bringen können?","Hay pocos equipos más legendarios que {Player:Team} en el mundo del motor. ¿Lograrás huir del pasado y conseguir buenos resultados?","Pode ter algumas equipes um pouco mais importantes do que {Player:Team} no esporte. Você será capaz de escapar do passado e dar bons resultados?","Er zijn maar weinig teams legendarischer dan {Player:Team}. Kun je het verleden achter je laten en resultaten gaan boeken?","Nem sok olyan legendás csapat van az autósportban, mint a(z) {Player:Team}. Túl tudod tenni magad a múlt örökségén, és szállítod az eredményeket?","W sporcie motorowym niewiele jest zespołów cieszących się większą estymą niż {Player:Team}. Czy zdołasz uniknąć przytłoczenia przez ciężar przeszłości i zapewnić zespołowi satysfakcjonujące wyniki?","Мало какая из команд может померяться славой с {Player:Team}. Удастся ли  вам выйти на новый уровень и добиться результатов?"
"Media Interviews","GameStartInterview","Type = Answer1b","Player","Definitely. {Player:Team} have plenty of history, and I want that to inspire us. Greatness is expected around here, and we have to deliver.","PSG_10000646","Type = Question2","PlayerDriver1:Morale = +5; PlayerDriver2:Morale = +5;","True","","","","Tout à fait. Je veux que la réputation de {Player:Team} soit une source d'inspiration pour nous. On attend de grandes choses de nous, et nous devons nous montrer à la hauteur.","Sicuramente. La {Player:Team} ha una grande storia e voglio che ci sia d'ispirazione. Da queste parti si pretendono risultati, e dobbiamo ottenerli.","Auf jeden Fall. {Player:Team} hat eine tolle Geschichte, die uns inspirieren soll. Man erwartet hier Großes von uns und wir müssen liefern.","Sin duda. {Player:Team} tiene un gran pasado, y quiero que eso nos inspire. Aquí se esperan grandes cosas y tenemos que cumplir.","Definitivamente. {Player:Team} tem muita história, e eu quero que isso nos inspire. Muita coisa promete por aqui, e temos que buscar isso.","Absoluut. {Player:Team} heeft een lange geschiedenis, en ik hoop dat we ons daardoor geïnspireerd zullen voelen. Hier verwacht iedereen dat je uitblinkt, dus dat zullen we waar moeten maken.","Egyértelműen. A(z) {Player:Team} csapatnak gazdag a történelme, és azt akarom, hogy ez ösztönözzön minket. Errefelé nagyok az elvárások, és nekünk teljesítenünk kell.","{Player:Team} to drużyna o wspaniałej przeszłości i pragnę, by dawne dokonania stanowiły inspirację. Wszyscy oczekują od nas czegoś wielkiego i jest to wymaganie, któremu musimy sprostać.","Определенно. У команды {Player:Team} богатая история, и я хочу, чтобы эта история вдохновляла нас. От нас ждут больших результатов, и мы должны их дать."
"Media Interviews","GameStartInterview","Type = Answer1b","Player","The history of the team makes everybody complacent. The badge isn't everything. I'm going to cut the slack. ","PSG_10000647","Type = Question2","Chairman:Happiness = -5; PlayerDriver1:Morale = +5;","True","","","","Tout le monde a tendance à se reposer sur le passé de l'écurie. La réputation ne fait pas tout. Je compte bien redresser la barre. ","La storia alle spalle della squadra fa sentire tutti orgogliosi, ma il marchio non è tutto. Ci penserò io. ","Die Geschichte des Teams sorgt für eine gewisse Selbstgefälligkeit. Unser Abzeichen ist nicht alles. Das muss man bedenken.","La historia de este equipo hace que todos se acomoden. La insignia no lo es todo. Voy a acabar con eso. ","A história da equipe torna todo mundo complacente. O crachá não é tudo. Vou acabar com a folga. ","De geschiedenis van het team maakt iedereen zelfingenomen. Die badge is niet alles. Ik zal de knuppel in het hoenderhok gooien. ","A csapat történelme mindenkit elbizakodottá tesz. A jelvény nem minden. Meg fogok szabadulni a holtsúlytól.","Dawne sukcesy sprawiły, że członkowie zespołu stali się gnuśni. Opinia to nie wszystko. Pora brać się do roboty! ","Важно, чтобы богатое наследие не связывало нас в принятии решений. Символ команды - это еще не все. Нужна определенная свобода решений."
"Media Interviews","GameStartInterview","Type = Answer1b","Player","Everybody always talks about the past with {Player:Team}, and I think that doesn't help. We need to calm down a bit!","PSG_10000669","Type = Question2","Chairman:Happiness = -5;","True","","","","On parle toujours du passé avec {Player:Team}, mais ça n'apporte rien. Il faut qu'on se calme un peu !","Tutti parlano sempre e solo del passato della {Player:Team}, e secondo me non aiuta. Dobbiamo calmarci un attimo!","Bei {Player:Team} reden alle immer nur von der Vergangenheit. Meiner Meinung ist das nicht hilfreich. Wir müssen ein bisschen runterkommen!","En {Player:Team} todo el mundo habla del pasado, y creo que eso no ayuda. ¡Debemos calmarnos un poco!","Todo mundo sempre fala sobre o passado com a {Player:Team}, e eu acho que isso não ajuda. Nós precisamos nos acalmar um pouco!","Iedereen heeft het altijd over de geschiedenis van {Player:Team}, en volgens mij helpt dat niet. We moeten een beetje kalmeren!","Mindig mindenki arról beszél, hogy milyen múlt áll a(z) {Player:Team} mögött, de szerintem ez nem segít. Meg kell nyugodnunk egy kicsit!","W każdej rozmowie o {Player:Team} padają nawiązania do przeszłości. Moim zdaniem to zgubny tok myślenia. Pora trochę się uspokoić!","Все только и говорят, что о богатой истории команды {Player:Team} - но зачем? Надо жить настоящим, а не прошлым!"
"Media Interviews","GameStartInterview","Type = Question1; ExpectedPlayerTeamPosition > 3;  ExpectedPlayerTeamPosition <= 8;","MediaPerson","{Player:Team} is your new home, but it isn't the best team in the {ChampionshipAcronym}. What's your plan?","PSG_10000672","Type = Answer1c","","True","","","","<gender^ChampionshipAcronym=F>
{Player:Team} est votre nouveau foyer, mais ce n'est pas la meilleure écurie de la {ChampionshipAcronym}. Qu'avez-vous prévu ?
</gender>
<gender^ChampionshipAcronym=M>
{Player:Team} est votre nouveau foyer, mais ce n'est pas la meilleure écurie du {ChampionshipAcronym}. Qu'avez-vous prévu ?
</gender>
<gender^ChampionshipAcronym=FP>
{Player:Team} est votre nouveau foyer, mais ce n'est pas la meilleure écurie des {ChampionshipAcronym}. Qu'avez-vous prévu ?
</gender>
<gender^ChampionshipAcronym=MP>
{Player:Team} est votre nouveau foyer, mais ce n'est pas la meilleure écurie des {ChampionshipAcronym}. Qu'avez-vous prévu ?
</gender>
","<gender^ChampionshipAcronym=F>
La {Player:Team} è la tua nuova casa, ma non è la squadra migliore della {ChampionshipAcronym}. Quali sono i tuoi programmi?
</gender>
<gender^ChampionshipAcronym=M>
La {Player:Team} è la tua nuova casa, ma non è la squadra migliore del {ChampionshipAcronym}. Quali sono i tuoi programmi?
</gender>","{Player:Team} ist Ihr neues Zuhause, aber nicht das beste Team der {ChampionshipAcronym}. Wie sieht Ihr Plan aus?","<gender^ChampionshipAcronym=F>
{Player:Team} es tu nuevo hogar, pero no es el mejor equipo de la {ChampionshipAcronym}. ¿Cuál es tu plan?
</gender>
<gender^ChampionshipAcronym=M>
{Player:Team} es tu nuevo hogar, pero no es el mejor equipo del {ChampionshipAcronym}. ¿Cuál es tu plan?
</gender>
<gender^ChampionshipAcronym=FP>
{Player:Team} es tu nuevo hogar, pero no es el mejor equipo de las {ChampionshipAcronym}. ¿Cuál es tu plan?
</gender>
<gender^ChampionshipAcronym=MP>
{Player:Team} es tu nuevo hogar, pero no es el mejor equipo de los {ChampionshipAcronym}. ¿Cuál es tu plan?
</gender>","<gender^ChampionshipAcronym=F>
{Player:Team} é sua nova casa, mas não é a melhor equipe da {ChampionshipAcronym}. Qual é seu plano?
</gender>
<gender^ChampionshipAcronym=M>
{Player:Team} é sua nova casa, mas não é a melhor equipe do {ChampionshipAcronym}. Qual é seu plano?
</gender>
","<gender^ChampionshipAcronym=M>
{Player:Team} is je nieuwe thuis, maar dit is niet het beste team in de {ChampionshipAcronym}. Wat zijn je plannen?
</gender>

<gender^ChampionshipAcronym=N>
{Player:Team} is je nieuwe thuis, maar dit is niet het beste team in het {ChampionshipAcronym}. Wat zijn je plannen?
</gender> ","A(z) {Player:Team} az új otthonod, de nem ez a(z) {ChampionshipAcronym} legjobb csapata. Mi a terved?","{Player:Team} to twój nowy dom, choć nie jest to najlepszy zespół startujący w {ChampionshipAcronym}. Jaki masz plan?","{Player:Team} - ваш новый дом, но это не самая сильная команда в {ChampionshipAcronym}. Что вы намерены делать?"
"Media Interviews","GameStartInterview","Type = Answer1c","Player","We might not be one of the big boys, but I can promise that we're going to work our absolute hardest and aim to finish somewhere near the top.","PSG_10000673","Type = Question2","PlayerDriver1:Morale = +5; PlayerDriver2:Morale = +5;","True","","","","Nous ne sommes peut-être pas au top, mais je peux vous promettre que nous allons travailler d'arrache-pied pour nous hisser le plus près possible du sommet.","Non saremo tra i più importanti, ma posso assicurare che lavoreremo duramente e cercheremo di arrivare in alto.","Wir gehören zwar nicht zu den Großen, aber ich verspreche Ihnen, dass wir uns nach Kräften anstrengen werden, um nicht weit von der Spitze zu landen.","Puede que no seamos uno de los grandes, pero te prometo que vamos a trabajar al máximo para estar cerca de los mejores.","Nós podemos não ser um dos grandões, mas eu te prometo que vamos trabalhar o mais duro possível e terminar perto do topo.","We horen dan misschien niet bij de grote jongens, maar ik kan wel beloven dat we onze uiterste best zullen doen en ergens in de top zullen eindigen.","Lehet, hogy nem tartozunk a nagyfiúk közé, de megígérhetem, hogy a lehető legkeményebben fogunk dolgozni, és célunk a dobogó közelében végezni.","Może i nie należymy do faworytów, mogę jednak obiecać, że damy z siebie absolutnie wszystko i postaramy się zająć wysokie miejsce.","Может быть, мы и не из высшей лиги, но я твердо обещаю, что мы будем работать изо всех сил и постараемся добиться хороших результатов."
"Media Interviews","GameStartInterview","Type = Answer1c","Player","I'm aiming to plant down a solid foundation. This season is about transitioning from one of the also-rans into a top team.","PSG_10000686","Type = Question2","PlayerDriver1:Morale = +2; PlayerDriver2:Morale = +2;","True","","","","Je compte établir de solides fondations. L'objectif de cette saison est d'abandonner notre statut d'outsiders pour devenir une équipe reconnue.","Punto a creare solide basi per il futuro. Questa è una stagione di transizione che serve per trasformare la squadra in una delle più grandi.","Ich habe vor, ein solides Fundament dafür zu legen. In dieser Saison geht es darum, einen Outsider in ein Top-Team zu verwandeln.","Quiero colocar unos cimientos sólidos. El objetivo es convertir un equipo medio en uno de los mejores.","Estou planejando criar uma base sólida. Essa temporada vai ser sobre transitar em uma das melhores equipes.","Ik ga een solide basis creëren. Dit seizoen moeten we van een doorsnee-deelnemer transformeren in een topteam.","A célom egy erős alapot lefektetni. Ez az idény arról szól, hogy a futottak még csapatból topcsapat legyen. ","Zamierzam stworzyć zespołowi solidne fundamenty. W tym sezonie przekształcę go z drużyny przegranych w groźnych konkurentów.","Я намереваюсь заложить прочный фундамент. Цель на этот сезон - вывести команду со среднего уровня на высший."
"Media Interviews","GameStartInterview","Type = Answer1c","Player","This year is about stabilising. We need to survive, pick up a few points and then kick on.","PSG_10000687","Type = Question2","PlayerDriver1:Morale = -5; PlayerDriver2:Morale = -5;","True","","","","Cette année, notre priorité est la stabilisation. Nous devons survivre, gagner quelques points et continuer à faire des progrès.","Quest'anno servirà per stabilizzarci. Dobbiamo sopravvivere, ottenere qualche punto e partire da lì.","In diesem Jahr geht es um Stabilisierung. Wir müssen durchkommen, ein paar Punkte mitnehmen und dann weitermachen.","Este año trataremos de estabilizarnos. Necesitamos sobrevivir, ganar algunos puntos y luego despegaremos.","Esse ano vamos nos estabilizar. Nós precisamos sobreviver, conseguir alguns pontos e mandar ver.","Dit jaar draait alles om stabilisatie. We moeten overleven, een paar punten pakken en dan doorgaan.","Ez az év a stabilizálásról szól. Életben kell maradnunk, szerezni pár pontot, aztán rákapcsolni.","W tym roku najważniejsza jest stabilizacja. Musimy walczyć o przetrwanie, uszczknąć parę punktów, a potem dopiero ruszymy z kopyta.","Цель на этот сезон - стабильность. Нам надо сохранить позиции, набрать немного очков, затем двигаться дальше."
"Media Interviews","GameStartInterview","Type = Question1; ExpectedPlayerTeamPosition >= 9;","MediaPerson","Well, you've certainly picked a tough task for your first job! Are you expecting to pick up many points at all this season?","PSG_10000681","Type = Answer1d","","True","","","","Le moins qu'on puisse dire, c'est que vous avez choisi une tâche ardue pour vos débuts de manager ! Pensez-vous pouvoir gagner quelques points cette saison ?","Beh, di certo hai scelto un compito arduo come primo lavoro! Ti aspetti di ottenere molti punti in questa stagione?","Tja, da haben Sie sich aber eine schwere Aufgabe bei Ihrem ersten Job ausgesucht! Erwarten Sie, dass Sie in dieser Saison überhaupt nennenswerte Punkte holen?","Bueno, ¡está claro que no te conformas con poco! ¿Esperas conseguir muchos puntos esta temporada?","Bem, você certamente pegou uma tarefa difícil para seu primeiro trabalho. Você espera conseguir algum ponto nessa temporada?","Nou, voor een eerste klus rust er absoluut een zware taak op je schouders! Verwacht je dit seizoen überhaupt punten te halen?","Nos, az biztos, hogy az első munkád egy igen kemény feladat! Számítasz arra, hogy szereztek egyáltalán pontokat az idényben? ","Cóż, na początek czeka cię trudne zadanie! Sądzisz, że uda się wam zdobyć w tym sezonie jakieś punkty?","Что и говорить, работу для первого контракта вы выбрали непростую! Как считаете, удастся ли вам хотя бы набрать в этом сезоне очки?"
"Media Interviews","GameStartInterview","Type = Answer1d","Player","We're going to surprise a few people this year, mark my words. Points are definitely on the cards.","PSG_10000682","Type = Question2","PlayerDriver1:Morale = -5; PlayerDriver2:Morale = -5; Chairman:Happiness = +5;","True","","","","Nous allons en surprendre plus d'un cette année, vous pouvez me croire. Je ne doute absolument pas que nous marquerons des points.","Quest'anno sorprenderemo più di una persona, te lo garantisco. Ci aspettiamo sicuramente di fare punti.","Ich sage Ihnen ganz klar, dass wir dieses Jahr den einen oder anderen überraschen werden. Punkte stehen definitiv auf unserer Liste.","Fíjate en lo que te digo: este año vamos a sorprender a algunos. Sin duda, los puntos son nuestro objetivo.","Nós vamos surpreender algumas pessoas esse ano, lembre-se disso. Pontos definitivamente estão no plano.","We gaan dit jaar een paar mensen verrassen. Let op mijn woorden. Punten zitten absoluut in de planning.","Figyeld csak meg, meg fogunk lepni pár embert! A pontok határozottan szerepelnek az étlapon. ","Zapamiętaj moje słowa – w tym sezonie nieźle was zaskoczymy! Z całą pewnością czeka nas parę punktów.","В этом году мы кое-кого удивим, вот увидите. Очки, безусловно, будут."
"Media Interviews","GameStartInterview","Type = Answer1d","Player","I'm quietly confident that we'll manage a few decent finishes, but I'm making no promises. ","PSG_10000684","Type = Question2","PlayerDriver1:Morale = +5; PlayerDriver2:Morale = +5;","True","","","","J'ai plutôt confiance quand je dis que nous allons faire quelques bons résultats, mais je ne peux rien promettre. ","Penso che riusciremo a ottenere qualche buona posizione, ma non prometto niente. ","Ich bin recht zuversichtlich, dass wir ein paar gute Rennen schaffen, aber ich kann nichts versprechen. ","Seguro que conseguimos hacer más de una carrera decente, pero ya veremos qué pasa. ","Com alguma sorte vamos conseguir, mas não faço promessas. ","Ik ben er tamelijk zeker van dat we een paar keer mooi zullen eindigen, maar ik beloof niets. ","Csendes magabiztosság mondatja velem, hogy lesz pár korrekt eredményünk, de nem ígérek semmit. ","Przy odrobinie szczęścia uda nam się zaliczyć parę dobrych wyścigów, ale niczego nie obiecuję. ","Мы определенно сможем провести несколько удачных гонок, но обещать ничего не могу."
