"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Personality Trait Stories","JoinedModellingAgency","Type = Body2","MediaPerson","<gender^Subject=F>
{Subject:LastName}, for her part, is delighted with the modelling gig. ""I had an amazing time meeting Mamma. She said that as a racer, I'm dangeous and edgy, and that I could sell almost anything... even toasters."" 

How this new career path will impact {Subject:LastName}'s driving ability remains to be seen.
</gender>
<gender^Subject=M>
{Subject:LastName}, for his part, is delighted with the modelling gig. ""I had an amazing time meeting Mamma. She said that as a racer, I'm dangeous and edgy, and that I could sell almost anything... even toasters."" 

How this new career path will impact {Subject:LastName}'s driving ability remains to be seen.
</gender>
","PSG_10007632","","","","","","<gender^Subject=F>
{Subject:LastName}, de son côté, est ravie de l'opportunité de faire du mannequinat. « J'ai adoré rencontrer Mamma. Elle dit qu'en tant que pilote, je suis dangereuse et avant-gardiste, et que je pourrais vendre n'importe quoi... même des grille-pain. »

Il reste à voir si cette nouvelle carrière va affecter la conduite de {Subject:LastName}.
</gender>
<gender^Subject=M>
{Subject:LastName}, de son côté, est ravi de l'opportunité de faire du mannequinat. « J'ai adoré rencontrer Mamma. Elle dit qu'en tant que pilote, je suis dangereux et avant-gardiste, et que je pourrais vendre n'importe quoi... même des grille-pain. »

Il reste à voir si cette nouvelle carrière va affecter la conduite de {Subject:LastName}.
</gender>
","{Subject:LastName}, da parte sua, è felice dell'esperienza con la moda. ""È stato fantastico conoscere Donatella. Ha detto che come pilota sono entusiasmante e audace, e che potrei vendere di tutto... persino dei tostapane"".

 Come questo nuovo percorso influenzerà le capacità di {Subject:LastName} al volante nessuno ancora lo sa.","<gender^Subject=F>
{Subject:LastName} ist ihrerseits von dem Modeljob völlig begeistert. „Es war toll, Mamma zu treffen. Sie sagte, dass ich als Rennfahrer gefährlich und ausgefallen bin und praktisch alles verkaufen kann ... sogar Toaster!“

Wie diese neue Karriere sich auf ihre Leistung auf der Strecke auswirken wird, wird sich zeigen.
</gender>
<gender^Subject=M>
{Subject:LastName} ist seinerseits von dem Modeljob völlig begeistert. „Es war toll, Mamma zu treffen. Sie sagte, dass ich als Rennfahrer gefährlich und ausgefallen bin und praktisch alles verkaufen kann ... sogar Toaster!“

Wie diese neue Karriere sich auf seine Leistung auf der Strecke auswirken wird, wird sich zeigen.
</gender>
","<gender^Subject=F>
{Subject:LastName}, por su parte, está encantada de empezar a hacer sus pinitos en el mundo de la moda. ""Me lo pasé de maravilla con Mamma. Me dijo que, como piloto, vivo el peligro y la emoción, ¡y que podría vender hasta tostadoras!""

Queda por ver el impacto que tendrá su nueva carrera sobre su forma de conducir.
</gender>
<gender^Subject=M>
{Subject:LastName}, por su parte, está encantado de empezar a hacer sus pinitos en el mundo de la moda. ""Me lo pasé de maravilla con Mamma. Me dijo que, como piloto, vivo el peligro y la emoción, ¡y que podría vender hasta tostadoras!""

Queda por ver el impacto que tendrá su nueva carrera sobre su forma de conducir.
</gender>
","{Subject:LastName}, por sua vez, está em êxtase com a oportunidade de modelar. ""Tive um encontro incrível com a Mamma. Ela disse que eu piloto de maneira arriscada e provocativa, e que eu conseguiria vender praticamente qualquer coisa... até torradeiras.""

Como essa nova carreira irá impactar a habilidade de pilotagem de {Subject:LastName} ainda é uma dúvida.
","<gender^Subject=F>
{Subject:LastName} is op haar beurt erg gelukkig met het modellenwerk. ""Het was fantastisch om Mamma te ontmoeten. Ze zei dat ik als coureur gevaarlijk en scherp ben, en dat ik bijna alles zou kunnen verkopen... zelfs broodroosters."" 

We moeten nog maar afwachten hoe deze nieuwe loopbaan de rijtechniek van {Subject:LastName} zal beïnvloeden.
</gender>
<gender^Subject=M>
{Subject:LastName} is op zijn beurt erg gelukkig met het modellenwerk. ""Het was fantastisch om Mamma te ontmoeten. Ze zei dat ik als coureur gevaarlijk en scherp ben, en dat ik bijna alles zou kunnen verkopen... zelfs broodroosters."" 

We moeten nog maar afwachten hoe deze nieuwe loopbaan de rijtechniek van {Subject:LastName} zal beïnvloeden.
</gender>
","<gender^Subject=F>
{Subject:LastName}, a maga részéről örül a modellkedési lehetőségnek. ""Csodálatos volt találkozásom Mammával. Azt mondta, hogy versenyzőként veszélyes és merész vagyok, és hogy szinte bármit el tudok adni… még kenyérpirítót is."" 

Hogy ez az új karrier miként hat {Subject:LastName} vezetői képességére, az még a jövő zenéje.
</gender>
<gender^Subject=M>
{Subject:LastName}, a maga részéről örül a modellkedési lehetőségnek. ""Csodálatos volt találkozásom Mammával. Azt mondta, hogy versenyzőként veszélyes és merész vagyok, és hogy szinte bármit el tudok adni… még kenyérpirítót is."" 

Hogy ez az új karrier miként hat {Subject:LastName} vezetői képességére, az még a jövő zenéje.
</gender>
","<gender^Subject=F>
{Subject:LastName} cieszy się z tej oferty modelingowej. „Świetnie się bawiłam z Mammą. Powiedziała, że jako kierowca jestem niebezpieczna i szalona, i że potrafiłabym sprzedać wszystko... nawet stary toster”. 

Nie wiadomo jeszcze, czy ta nowa kariera będzie mieć jakiś wpływ na osiągi na torze tego kierowcy.
</gender>
<gender^Subject=M>
{Subject:LastName} cieszy się z tej oferty modelingowej. „Świetnie się bawiłem z Mammą. Powiedziała, że jako kierowca jestem niebezpieczny i szalony, i że potrafiłbym sprzedać wszystko... nawet stary toster”. 

Nie wiadomo jeszcze, czy ta nowa kariera będzie mieć jakiś wpływ na osiągi na torze tego kierowcy.
</gender>
","<gender^Subject=F>
{Subject:LastName}, со своей стороны, очень довольна своей работой моделью. ""Мамма встретила меня с распростертыми объятиями. Она сказала, что я опасная и резкая гонщица, и могу продавать почти все... даже тостеры"". 

Пока неясно, как эта новая карьера скажется на результатах пилота {Subject:LastName}.
</gender>
<gender^Subject=M>
{Subject:LastName}, со своей стороны, очень доволен своей работой моделью. ""Мамма встретила меня с распростертыми объятиями. Она сказала, что я опасный и резкий гонщик, и могу продавать почти все... даже тостеры"". 

Пока неясно, как эта новая карьера скажется на результатах пилота {Subject:LastName}.
</gender>"
"Personality Trait Stories","CatalogueModel","Type = Header;","MediaPerson","{Subject:Name}'s modelling career takes off","PSG_10005851","Type = Body0","MailGroup = Media","","","","La carrière de mannequin de {Subject:Name} décolle","<gender^Subject=F>
La carriera da modella di {Subject:Name} prende il volo
</gender>
<gender^Subject=M>
La carriera da modello di {Subject:Name} prende il volo
</gender>
","{Subject:Name} steigt in der Modewelt auf","La carrera como modelo de {Subject:Name} avanza a toda velocidad","Carreira de modelo de {Subject:Name} está nas alturas","Modelcarrière van {Subject:Name} krijgt vleugels","Elindult {Subject:Name} modellkarrierje","{Subject:Name} odnosi pierwsze sukcesy na wybiegu","{Subject:Name} делает успехи, работая моделью"
"Personality Trait Stories","CatalogueModel","Type = Body0","MediaPerson","{Subject:Name}'s new sideline in modelling seems to be going beautifully, with the {Subject:Team} driver already having been signed up for a number of high-profile ad campaigns, as well as a starring turn in the latest Brutus Tires calendar.","PSG_10007633","Type = Body1","AddLineBreaks = 2;","","","","<gender^Subject=F>
La nouvelle activité secondaire de {Subject:Name} semble aller très bien, la pilote de {Subject:Team} ayant déjà signé bon nombre de grosses campagnes publicitaires, ainsi qu'une place dans le dernier calendrier Brutus Tires.
</gender>
<gender^Subject=M>
La nouvelle activité secondaire de {Subject:Name} semble aller très bien, le pilote de {Subject:Team} ayant déjà signé bon nombre de grosses campagnes publicitaires, ainsi qu'une place dans le dernier calendrier Brutus Tires.
</gender>
","Il secondo lavoro nel mondo della moda di {Subject:Name}, pilota della {Subject:Team}, sembra andare a gonfie vele, infatti ha già accettato diversi lavori di alto livello e sarà anche la star principale del calendario Brutus Tires.","{Subject:Name} neuer Nebenjob als Model scheint fantastisch zu laufen, denn das Talent von {Subject:Team} wurde schon für eine Reihe wohlbekannter Werbekampagnen gebucht und erscheint außerdem im neuen Kalender von Brutus Tires.","<gender^Subject=F>
La nueva carrera de {Subject:Name} en el mundo de la moda parece ir viento en popa. La piloto ya ha sido contratada para varias campañas importantes y ha participado en el último calendario de Brutus Tires.
</gender>
<gender^Subject=M>
La nueva carrera de {Subject:Name} en el mundo de la moda parece ir viento en popa. El piloto ya ha sido contratado para varias campañas importantes y ha participado en el último calendario de Brutus Tires.
</gender>","<gender^Subject=F>
A nova carreira paralela de {Subject:Name} como modelo parece estar indo muito bem. A piloto da {Subject:Team} já assinou contrato com diversas campanhas publicitárias de grande alcance, além de ter estrelado no mais recente calendário da Brutus Tires.
</gender>
<gender^Subject=M>
A nova carreira paralela de {Subject:Name} como modelo parece estar indo muito bem. O piloto da {Subject:Team} já assinou contrato com diversas campanhas publicitárias de grande alcance, além de ter estrelado no mais recente calendário da Brutus Tires.
</gender>
","De nieuwe bijbaan van {Subject:Name} in modellenwerk lijkt geweldig te verlopen: de coureur van {Subject:Team} is al gecontracteerd voor een aantal belangrijke advertentiecampagnes en komt zelfs op de nieuwste Brutus Tires-kalender.","{Subject:Name} új, modell mellékállása úgy fest, szépen alakul, mert a(z) {Subject:Team} versenyzője máris aláírt számos kiemelt reklámkampányhoz, valamint ő lesz a legújabb Brutus Tires naptár ragyogó csillaga. ","{Subject:Name} świetnie sobie radzi w swojej karierze modelingowej. Ciągle trafia do bardzo drogich kampanii reklamowych, a wkrótce pokaże się nam w najnowszym kalendarzu Opony Brutus.","{Subject:Name} делает карьеру модели, и похоже, что пока все идет прекрасно. Пилот команды {Subject:Team} уже подписал несколько контрактов об участии в рекламных кампаниях крупных фирм, а также о съемках для нового календаря ""Брутус тайрс"""
"Personality Trait Stories","CatalogueModel","Type = Body1","MediaPerson","<gender^Subject=F>
The reaction amongst the paddock has been mixed, with {RandomDriver:Name} telling us that ""I'm pretty sure they're going a bit crazy with the airbrush. She's a good looking girl, but not <i>that</i> good looking.""
</gender>
<gender^Subject=M>
The reaction amongst the paddock has been mixed, with {RandomDriver:Name} telling us that ""I'm pretty sure they're going a bit crazy with the airbrush. He's a good looking guy, but not <i>that</i> good looking.""
</gender>
","PSG_10007634","Type = Body2","AddLineBreaks = 2;","","","","<gender^Subject=F>
La réaction sur le paddock a été mitigée. Selon {RandomDriver:Name} : « Ils ont la main lourde avec Photoshop. Elle est jolie, pas pas tant que <i>ça</i>. »
</gender>
<gender^Subject=M>
La réaction sur le paddock a été mitigée. Selon {RandomDriver:Name} : « Ils ont la main lourde avec Photoshop. Il est beau, pas pas tant que <i>ça</i>. »","<gender^Subject=F>
Le reazioni nel paddock sono miste, {RandomDriver:Name} ci ha detto che ""sicuramente ci andranno pesanti con i ritocchi. È carina, ma non <i>così</i> bella"".
</gender>
<gender^Subject=M>
Le reazioni nel paddock sono miste, {RandomDriver:Name} ci ha detto che ""sicuramente ci andranno pesanti con i ritocchi. È carino, ma non <i>così</i> bello"".
</gender>
","<gender^Subject=F>
Im Fahrerlager sah man eher gemischte Reaktionen. {RandomDriver:Name} meinte, „Da wurde doch mit der Retusche etwas übertrieben. Natürlich sieht sie gut aus, aber doch nicht <i>so</i> gut.“
</gender>
<gender^Subject=M>
Im Fahrerlager sah man eher gemischte Reaktionen. {RandomDriver:Name} meinte, „Da wurde doch mit der Retusche etwas übertrieben. Natürlich sieht er gut aus, aber doch nicht <i>so</i> gut.“
</gender>
","<gender^Subject=F>
La reacción en el paddock no se ha hecho esperar. {RandomDriver:Name} ha manifestado ""creo que se les ha ido la mano retocando las fotos. Está buenorra, pero no TANTO"".
</gender>
<gender^Subject=M>
La reacción en el paddock no se ha hecho esperar. {RandomDriver:Name} ha manifestado ""creo que se les ha ido la mano retocando las fotos. Está buenorro, pero no TANTO"".
</gender>","<gender^Subject=F>
A reação no paddock tem sido polêmica, com opiniões como a de {RandomDriver:Name}: ""Tenho certeza de que eles estão exagerando nos retoques. Ela é uma garota bonita, mas não é <i>tão</i> bonita assim.""
</gender>
<gender^Subject=M>
A reação no paddock tem sido polêmica, com opiniões como a de {RandomDriver:Name}: ""Tenho certeza de que eles estão exagerando nos retoques. Ele é um cara bonito, mas não é <i>tão</i> bonito assim.""
</gender>
","<gender^Subject=F>
De reacties op de paddock zijn gemengd. {RandomDriver:Name} vertelde ons: ""Ik weet tamelijk zeker dat ze zich gaan uitleven met de airbrush. Ze is mooi, maar niet <i>zo</i> mooi.""
</gender>
<gender^Subject=M>
De reacties op de paddock zijn gemengd. {RandomDriver:Name} vertelde ons: ""Ik weet tamelijk zeker dat ze zich gaan uitleven met de airbrush. Hij is knap, maar niet <i>zo</i> knap.""
</gender>
","<gender^Subject=F>
Az istállók környékén vegyes volt a fogadtatás, {RandomDriver:Name} arról beszélt, hogy ""Biztosra veszem, egy kicsit az agyukra ment a festékszóró. Persze, hogy csinos lány, de <i>annyira</i> azért nem szemrevaló.""
</gender>
<gender^Subject=M>
Az istállók környékén vegyes volt a fogadtatás, {RandomDriver:Name} arról beszélt, hogy ""Biztosra veszem, egy kicsit az agyukra ment a festékszóró. Persze, hogy csinos srác, de <i>annyira</i> azért nem szemrevaló.""
</gender>","<gender^Subject=F>
Reakcje w boksie są dość mieszane. {RandomDriver:Name} mówi nam na przykład: „jak nic te zdjęcia są mocno retuszowane. To ładna dziewucha, ale nie aż tak ładna”.
</gender>
<gender^Subject=M>
Reakcje w boksie są dość mieszane. {RandomDriver:Name} mówi nam na przykład: „jak nic te zdjęcia są mocno retuszowane. To przystojny facet, ale nie aż tak przystojny”.
</gender>
","<gender^Subject=F>
Реакция в паддоке оказалась смешанной. {RandomDriver:Name} говорит нам: ""Не сомневаюсь, что они слегка злоупотребляют ретушью. Она симпатичная, но не <i>настолько</i> симпатичная"".
</gender>
<gender^Subject=M>
Реакция в паддоке оказалась смешанной. {RandomDriver:Name} говорит нам: ""Не сомневаюсь, что они слегка злоупотребляют ретушью. Он симпатичный, но не <i>настолько</i> симпатичный"".
</gender>"
"Personality Trait Stories","CatalogueModel","Type = Body2","MediaPerson","<gender^Subject=F>
There are some rumours that {Subject:LastName} has been tapped to walk the catwalks of Milan for Chiffre's newest show, which would cap her meteoric rise within the world of modelling.
</gender>
<gender^Subject=M>
There are some rumours that {Subject:LastName} has been tapped to walk the catwalks of Milan for Chiffre's newest show, which would cap his meteoric rise within the world of modelling.
</gender>
","PSG_10007635","","","","","","Des rumeurs indiquent que {Subject:LastName} doit monter sur le podium de Milan pour le dernier défilé de Chiffre, ce qui pourrait freiner sa lancée fulgurante dans le monde du mannequinat.","Circolano voci secondo cui Chiffre avrebbe contattato {Subject:LastName} per la nuova sfilata di Milano, il che sarebbe eccezionale per la rapidissima ascesa del pilota nel mondo della moda.","<gender^Subject=F>
Neuerdings wird gemunkelt, dass {Subject:LastName} für Chiffres neue Kollektion den Catwalk zieren soll, was ihre Karriere in der Modewelt auf neue Höhen befördern würde.
</gender>
<gender^Subject=M>
Neuerdings wird gemunkelt, dass {Subject:LastName} für Chiffres neue Kollektion den Catwalk zieren soll, was seine Karriere in der Modewelt auf neue Höhen befördern würde.
</gender>","Corren rumores de que {Subject:LastName} desfilará en Milán para la casa de moda Chiffre, lo que confirmaría su ascenso meteórico en el mundo de la moda.","Há rumores de que {Subject:LastName} recebeu um convite da Chiffre para andar nas passarelas de Milão em seu próximo desfile, o que representaria o auge da sua ascensão meteórica no mundo da moda.
","<gender^Subject=F>
Er gaan geruchten dat {Subject:LastName} is gevraagd om tijdens de nieuwste show van Chiffre op de catwalks van Milaan te lopen. Dat zou de kroon zijn op haar stormachtige carrière binnen de modellenwereld.
</gender>
<gender^Subject=M>
Er gaan geruchten dat {Subject:LastName} is gevraagd om tijdens de nieuwste show van Chiffre op de catwalks van Milaan te lopen. Dat zou de kroon zijn op zijn stormachtige carrière binnen de modellenwereld.
</gender>
","<gender^Subject=F>
Egyes híresztelések szerint {Subject:LastName} ott lesz a Chiffre legújabb divatbemutatóján Milánóban, méghozzá a kifutón, amivel megkoronázhatja üstökösszerű emelkedését a modellvilágban.
</gender>
<gender^Subject=M>
Egyes híresztelések szerint {Subject:LastName} ott lesz a Chiffre legújabb divatbemutatóján Milánóban, méghozzá a kifutón, amivel megkoronázhatja üstökösszerű emelkedését a modellvilágban.
</gender>","<gender^Subject=F>
Podobno {Subject:LastName} pojawi się na wybiegach w Mediolanie, prezentując najnowszą kolekcję Chiffre. To by był kolejny sukces w jej niezwykle prężnej karierze modelingowej.
</gender>
<gender^Subject=M>
Podobno {Subject:LastName} pojawi się na wybiegach w Mediolanie, prezentując najnowszą kolekcję Chiffre. To by był kolejny sukces w jego niezwykle prężnej karierze modelingowej.
</gender>
","<gender^Subject=F>
Прошел слух, что {Subject:LastName} выйдет на подиум в Милане на показе новейшей коллекции ""Шиффр"". Это станет венцом ее молниеносной карьеры модели.
</gender>
<gender^Subject=M>
Прошел слух, что {Subject:LastName} выйдет на подиум в Милане на показе новейшей коллекции ""Шиффра"". Это станет венцом его молниеносной карьеры модели.
</gender>"
"Personality Trait Stories","CatwalkModel","Type = Header;","MediaPerson","{Subject:Name} dubbed 'a catwalk star' by fashion guru","PSG_10005852","Type = Body0","MailGroup = Media","","","","{Subject:Name}, « star des podiums » selon un gourou de la mode","<gender^Subject=F>
{Subject:Name} definita ""una star da passerella"" da un guru della moda
</gender>
<gender^Subject=M>
{Subject:Name} definito ""una star da passerella"" da un guru della moda
</gender>
","{Subject:Name} von Modeguru als „Laufsteg-Star“ bezeichnet","Uno de los gurús de la moda afirma que {Subject:Name} es una estrella de la pasarela ","Guru da moda diz que {Subject:Name} é ""uma estrela da passarela""","Modegoeroe noemt {Subject:Name} 'ster van de catwalk'","{Subject:Name}: az egyik divatdiktátor a ""kifutó sztárjának"" nevezte","{Subject:Name} zdaniem guru świata mody staje się gwiazdą wybiegu","{Subject:Name} получает похвалу от гуру из мира моды"
"Personality Trait Stories","CatwalkModel","Type = Body0","MediaPerson","A few eyebrows were raised when it was announced that {Subject:Team}'s {Subject:Name} would grace the catwalk for Chiffre, but the {Subject:Age} year old's debut has gone down a storm.","PSG_10007636","Type = Body1","AddLineBreaks = 2;","","","","L'annonce de la participation de {Subject:Name} de chez {Subject:Team} au défilé de Chiffre a été mal reçue, mais à {Subject:Age} ans, la star a fait un excellent début.","Qualcuno ha storto il naso all'annuncio che {Subject:Name} della {Subject:Team} avrebbe onorato la passerella di Chiffre con la sua presenza, ma il debutto del pilota di {Subject:Age} anni è stato davvero un successo.","Die Nachricht, dass {Subject:Name} von {Subject:Team} für Chiffre auf dem Catwalk erscheinen würde, sorgte für so einiges Stirnrunzeln, doch das Debüt des {Subject:Age}-jährigen Talents fand großen Anklang.","<gender^Subject=F>
Pocos pudieron contener su sorpresa cuando se anunció que {Subject:Name}, de {Subject:Team}, desfilaría para Chiffre, pero el debut de la piloto de {Subject:Age} años ha sido todo un éxito.
</gender>
<gender^Subject=M>
Pocos pudieron contener su sorpresa cuando se anunció que {Subject:Name}, de {Subject:Team}, desfilaría para Chiffre, pero el debut del piloto de {Subject:Age} años ha sido todo un éxito.
</gender>","O anúncio de que {Subject:Name}, piloto de {Subject:Age} da {Subject:Team}, mostraria seus encantos na passarela da Chiffre gerou desconfiança entre algumas pessoas, mas sua estreia foi um sucesso estrondoso.","Menigeen fronste zijn wenkbrauwen toen werd aangekondigd dat {Subject:Name} van {Subject:Team} de catwalk van Chiffre zou opluisteren, maar de {Subject:Age} oude coureur heeft een stormachtig debuut gemaakt.","Néhányan felhúzták a szemöldöküket, amikor bejelentették, hogy a(z) {Subject:Team} versenyzője, {Subject:Name} felvonul a Chiffre kifutóján, de a(z) {Subject:Age} éves pilóta debütálása lecsendesítette a vihart. ","Parę osób trochę się zdziwiło, gdy ogłoszono, że {Subject:Name} z zespołu {Subject:Team} pojawi się na wybiegach Chiffre, ale na koniec debiut ten okazał się absolutnym sukcesem.","Кое-кто удивился, узнав о том, что пилот {Subject:Team} {Subject:Name} будет сотрудничать с ""Шиффром"", однако {Subject:Age}-летний пилот произвел сенсацию уже на дебютном показе."
"Personality Trait Stories","CatwalkModel","Type = Body1","MediaPerson","""Such a wonderful look, a daring turn, a jaunty walk,"" said one seasoned fashion columnist. ""Sometimes I forget what 'it' is, but then somebody like {Subject:FirstName} comes along to remind us all. A star is born, my darlings!""","PSG_10007637","Type = Body2","AddLineBreaks = 2;","","","","« Un regard perçant, des tours précis, une démarche audacieuse, » a commenté un expert critique de mode. « J'oublie parfois ce que c'est, le petit truc qui fait la différence, mais quelqu'un comme {Subject:FirstName} vient me le rappeler. Une star est née, mes chéris ! »","""Ha uno sguardo magnetico, una camminata elegante e pose ardite"", ha detto un giornalista veterano delle sfilate. ""A volte mi dimentico cosa sia la moda, ma poi arriva qualcuno come {Subject:FirstName} a ricordarcelo. È nata una star, tesoro!""","„Ein toller Look, eine gewagte Drehung, ein flotter Lauf,“ sagte eine alteingesessene Modebloggerin. „Manchmal vergesse ich, was das gewisse Extra ist, und dann kommt jemand wie {Subject:FirstName} daher und zeigt es uns allen. Ein neuer Stern am Modehimmel!“","""Tiene una imagen maravillosa, un giro espectacular y una forma de caminar, excepcional"", comentó un columnista especializado en el mundo de las pasarelas. ""A veces crees que lo has visto todo y entonces llega alguien como {Subject:FirstName} y te cambia la vida. ¡Ha nacido una estrella, queridos!""","""O olhar, tão maravilhoso, o giro ousado, o caminhar gracioso"", comentou um renomado crítico de moda. ""Às vezes eu me esqueço do que é 'aquilo', mas aí surge alguém como {Subject:FirstName} e refresca nossa memória. Este é o nascimento de uma estrela, meus queridos!""","""Zo'n geweldige uitstraling, een gedurfde draai, een zwierige loop"", aldus één doorgewinterde modecolumnist. ""Soms vergeet ik wat de X-factor is, maar dan komt iemand als {Subject:FirstName} langs om ons er allemaal aan te herinneren. Er is een ster geboren, mijn lievelingen!""","""Milyen csodálatos külső, merész fordulások, hetyke léptek,"" mondta az egyik veterán divatcikkíró. ""Időnként elfelejtem, hogy mi is itt a „fontos”, de aztán jön valaki, mint {Subject:FirstName}, aki az eszünkbe juttatja. Csillag születik, kedveskéim!""","„Wspaniały wygląd, odważny obrót, sprężysty krok”, powiedział znany dziennikarz ze świata mody. „Czasem zapominam, co to jest to coś. Ale wtedy zjawia się ktoś taki jak {Subject:FirstName} i wszystkim nam to przypomina. Oto, moi drodzy, rodzi się gwiazda!”.","""Такой чудесный облик, смелые движения, развязная походка"", - написал в своей колонке один из критиков. ""Иногда я забываю, в чем суть моды, но тогда приходит такой человек, как {Subject:FirstName}, и напоминает нам об этом. На небосклоне зажглась новая звезда, мои крошки!"""
"Personality Trait Stories","CatwalkModel","Type = Body2","MediaPerson","{Subject:LastName} was delighted, telling {MediaOutlet} that ""It's an honour to hear praise like that. Racing will always be my first love, but after today, modelling is running it a close second!""","PSG_10007638","","","","","","{Subject:LastName} a joyeusement déclaré à {MediaOutlet} : « c'est un honneur d'entendre de si bons commentaires. La course a toujours été ma première passion, mais aujourd'hui le mannequinat la suit de près. »","{Subject:LastName} era al settimo cielo, ha detto a {MediaOutlet} ""È un onore sentire lodi del genere. Le corse saranno sempre il mio primo amore, ma dopo oggi, la moda passa subito al secondo posto!""","{Subject:LastName} war überglücklich und sagte {MediaOutlet} gegenüber, „Es ist eine Ehre, so gelobt zu werden. Der Motorsport ist nach wie vor meine erste große Liebe, aber Modeln kommt schon recht nah heran.“","La felicidad era patente en el rostro de {Subject:LastName}. ""Siempre es un honor oír este tipo de comentarios. El automovilismo siempre será mi gran amor, pero hoy la moda me ha dado una gran alegría"".","{Subject:LastName} estava em êxtase, e disse para {MediaOutlet}: ""É uma honra ouvir todos esses elogios. As corridas sempre serão minha primeira paixão, mas depois de hoje a moda chega perto em segundo lugar!""","{Subject:LastName} was in verrukking, en vertelde {MediaOutlet} dat het een eer is om zo te worden geprezen. Racen blijft altijd mijn eerste liefde, maar na vandaag komt modellenwerk op een goede tweede plaats!""","{Subject:LastName} örült, a(z) {MediaOutlet} kérdésére azt mondta: ""Megtiszteltetés ilyen dicsérő szavakat hallani. Mindig is a versenyzés lesz az első szerelmem, de a mai nap után a modellkedés nagyon közel került hozzá!""","{Subject:LastName} strasznie się cieszy i mówi w wywiadzie: „to dla mnie zaszczyt słyszeć takie komplementy”. Ściganie zawsze będzie moją pierwszą miłością, ale po dzisiejszym dniu modeling jest niedaleko w tyle!”.","""Подобная похвала - большая честь для меня. Больше всего на свете я люблю гонки, но работу моделью я люблю лишь ненамного меньше!"" - говорит {Subject:LastName} в интервью {MediaOutlet}."
"Personality Trait Stories","FailedModel","Type = Header;","MediaPerson","{Subject:Name}'s modelling career in tatters after catwalk disaster!","PSG_10006042","Type = Body0","MailGroup = Media","","","","La carrière de mannequin de {Subject:Name} en miette après un défilé catastrophique !","La carriera da modello di {Subject:Name} è a pezzi dopo il disastro in passerella!","{Subject:Name} geht nach Laufsteg-Desaster den Bach runter","¡La carrera como modelo de {Subject:Name} en entredicho tras su desastroso debut en la pasarela!","A carreira de modelo de {Subject:Name} está arruinada depois do desastre na passarela!","Modelcarrière {Subject:Name} aan flarden na ramp op catwalk!","{Subject:Name} modellkarrierje romokban hever a kifutón őt ért katasztrófa után!","{Subject:Name} zakończy karierę po katastrofie na wybiegu?","{Subject:Name}: полный провал во время показа мод!"
